doi,url,type,title,authors,author_count,year,journal,publisher,abstract,subjects,reference_count,cited_by_count,references,month
10.4324/9781003528937-40,https://doi.org/10.4324/9781003528937-40,book-chapter,Causal-Manipulationist Approaches to Explaining Machine Learning,Juan M. Durán,1,2024,The Routledge Handbook of Causality and Causal Methods,Routledge,,,0,1,0,12.0
10.2139/ssrn.5279313,https://doi.org/10.2139/ssrn.5279313,posted-content,Measuring Causal Effects of Online Medical Records on Medical Decision Making Using Causal Machine Learning,Minh Nguyen; Long Hoang Le,2,2025,,Elsevier BV,,,0,0,0,6.0
10.1016/j.softx.2022.101294,https://doi.org/10.1016/j.softx.2022.101294,journal-article,Causal ML: Python package for causal inference machine learning,Yang Zhao; Qing Liu,2,2023,SoftwareX,Elsevier BV,,,45,26,45,2.0
10.1007/978-3-031-99680-1_13,https://doi.org/10.1007/978-3-031-99680-1_13,book-chapter,Evaluating Causal Models Without Counterfactuals,Durai Rajamanickam,1,2025,Causal Inference for Machine Learning Engineers,Springer Nature Switzerland,,,2,0,2,
10.1007/978-3-031-35051-1_13,https://doi.org/10.1007/978-3-031-35051-1_13,book-chapter,Continual Causal Effect Estimation,Zhixuan Chu; Stephen L. Rathbun; Sheng Li,3,2023,Machine Learning for Causal Inference,Springer International Publishing,,,38,1,38,
10.1007/978-3-031-35051-1_6,https://doi.org/10.1007/978-3-031-35051-1_6,book-chapter,Fair Machine Learning Through the Lens of Causality,Yongkai Wu; Lu Zhang; Xintao Wu,3,2023,Machine Learning for Causal Inference,Springer International Publishing,,,116,0,116,
10.1201/9781003493679-20,https://doi.org/10.1201/9781003493679-20,book-chapter,Causal Estimates using Machine Learning,Hemant Ishwaran,1,2025,Multivariate Statistics,Chapman and Hall/CRC,,,0,0,0,1.0
10.1007/978-3-031-35051-1_5,https://doi.org/10.1007/978-3-031-35051-1_5,book-chapter,"Causal Effect Estimation: Recent Progress, Challenges, and Opportunities",Zhixuan Chu; Sheng Li,2,2023,Machine Learning for Causal Inference,Springer International Publishing,,,74,7,74,
10.2139/ssrn.5171421,https://doi.org/10.2139/ssrn.5171421,posted-content,Understanding Patenting Disparities via Causal Human+Machine Learning,Lin Cong; Stephen Yang,2,2025,,Elsevier BV,,,83,0,83,4.0
10.21275/sr24210172433,https://doi.org/10.21275/sr24210172433,journal-article,Beyond the Average: Personalized Causal Inference in Econometrics with Machine Learning,Deepa Shukla,1,2024,International Journal of Science and Research (IJSR),International Journal of Science and Research,,,0,0,0,2.0
10.1201/9781003504795-24,https://doi.org/10.1201/9781003504795-24,book-chapter,Causal Trees and Forests,Mutlu Yuksel; Yigit Aydede,2,2025,Causal Inference and Machine Learning,Chapman and Hall/CRC,,,0,0,0,12.0
10.1007/978-3-031-99680-1_10,https://doi.org/10.1007/978-3-031-99680-1_10,book-chapter,Simulating Causal Data and Evaluation Metrics,Durai Rajamanickam,1,2025,Causal Inference for Machine Learning Engineers,Springer Nature Switzerland,,,2,0,2,
10.3386/w34197,https://doi.org/10.3386/w34197,report,Understanding Patenting Disparities via Causal Human+Machine Learning,Lin William Cong; Stephen Yang,2,2025,,National Bureau of Economic Research,,,0,1,0,9.0
10.17051/ilkonline.2021.03.335,https://doi.org/10.17051/ilkonline.2021.03.335,journal-article,Customer Segmentation Using Machine Learning,,0,2021,Elementary Education Online,SynthesisHub Advance Scientific Research,,,0,19,0,1.0
10.1016/j.mlwa.2024.100604,https://doi.org/10.1016/j.mlwa.2024.100604,journal-article,Texas rural land market integration: A causal analysis using machine learning applications,Tian Su; Senarath Dharmasena; David Leatham; Charles Gilliland,4,2024,Machine Learning with Applications,Elsevier BV,,,45,2,45,12.0
10.1108/978-1-83909-694-520211008,https://doi.org/10.1108/978-1-83909-694-520211008,book-chapter,Overview of Machine Learning Tools,Brett Lantz,1,2021,The Machine Age of Customer Insight,Emerald Publishing Limited,"<jats:title>Abstract</jats:title>
                  <jats:p>Machine learning and artificial intelligence (AI) have arisen as the availability of larger data sources, statistical methods, and computing power have rapidly and simultaneously evolved. The transformation is leading to a revolution that will affect virtually every industry. Businesses that are slow to adopt modern data practices are likely to be left behind with little chance to catch up.</jats:p>
                  <jats:p>The purpose of this chapter is to provide a brief overview of machine learning and AI in the business setting. In addition to providing historical context, the chapter also provides justification for AI investment, even in industries in which data is not the core business function. The means by which computers learn is de-mystified and various algorithms and evaluation methods are presented. Lastly, the chapter considers various ethical and practical consequences of machine learning algorithms after implementation.</jats:p>",,11,1,11,3.0
10.1016/j.mlwa.2022.100379,https://doi.org/10.1016/j.mlwa.2022.100379,journal-article,Predicting customer purpose of travel in a low-cost travel environment—A Machine Learning Approach,Eyden Samunderu; Michael Farrugia,2,2022,Machine Learning with Applications,Elsevier BV,,,111,6,111,9.0
10.2139/ssrn.5134514,https://doi.org/10.2139/ssrn.5134514,posted-content,Debiased Machine Learning of Aggregated Intersection Bounds and Other Causal Parameters,Vira Semenova,1,2025,,Elsevier BV,,,0,0,0,2.0
10.1016/j.mlwa.2024.100567,https://doi.org/10.1016/j.mlwa.2024.100567,journal-article,Explaining customer churn prediction in telecom industry using tabular machine learning models,Sumana Sharma Poudel; Suresh Pokharel; Mohan Timilsina,3,2024,Machine Learning with Applications,Elsevier BV,,,74,24,74,9.0
10.5373/jardcs/v12sp3/20201255,https://doi.org/10.5373/jardcs/v12sp3/20201255,journal-article,Opinion Mining for Arabic Customer Feedback Using Machine Learning,Mohamed M. Abbassy,1,2020,Journal of Advanced Research in Dynamical and Control Systems,Institute of Advanced Scientific Research,,,0,18,0,2.0
10.1021/scimeetings.0c00145,https://doi.org/10.1021/scimeetings.0c00145,posted-content,Causal inference modeling for feature engineering of QSAR machine learning models,Bernard Quy Nguyen,1,2020,,American Chemical Society (ACS),,,0,0,0,3.0
10.1093/9780198918868.003.0003,https://doi.org/10.1093/9780198918868.003.0003,book-chapter,Causal inference,Christophe Gaillac; Jérémy L'Hour,2,2025,Machine Learning for Econometrics,Oxford University PressOxford,"<jats:title>Abstract</jats:title>
               <jats:p>This chapter is a refresher on the standard tools and techniques for performing causal inference that will be used throughout the book. We begin by introducing the potential outcome model and the parameters of interest, and then present inference on the latter in the context of randomized controlled trials (RCTs), which are the simplest conceptual framework for identifying causal effects. A second part deals with more complex settings, relying on the conditional independence assumption and using the propensity score. Finally, we turn to the generalization of the randomized experiments approach to so-called natural experiments, using instrumental variables to deal with endogeneity.</jats:p>",,315,0,315,5.0
10.1007/978-3-031-99680-1,https://doi.org/10.1007/978-3-031-99680-1,book,Causal Inference for Machine Learning Engineers,Durai Rajamanickam,1,2025,,Springer Nature Switzerland,,,0,0,0,
10.2139/ssrn.5085192,https://doi.org/10.2139/ssrn.5085192,posted-content,Predict Customer Churn with Python and Machine Learning,Arnav Kumar; Ebad Zafar,2,2025,,Elsevier BV,,,6,0,6,2.0
10.22541/au.176106007.78281559/v1,https://doi.org/10.22541/au.176106007.78281559/v1,posted-content,Strategic Customer Segmentation: Harnessing Machine Learning for Retaining Satisfied Custoers,Hira Khalid,1,2025,,Wiley,,,0,0,0,10.0
10.21275/sr25417125301,https://doi.org/10.21275/sr25417125301,journal-article,Customer Segmentation Using K-Means Clustering in Unsupervised Machine Learning,Aparna S Nair; Sindhu Daniel,2,2025,International Journal of Science and Research (IJSR),International Journal of Science and Research,,,0,0,0,4.0
10.1201/9781003561873-11,https://doi.org/10.1201/9781003561873-11,book-chapter,Customer Churn Prediction Using Machine Learning,Meghali Das; Purnima Pal; Garima Srivastava,3,2025,"Artificial Intelligence, Machine Learning and IoT for Smart Business Management",Chapman and Hall/CRC,,,0,0,0,8.0
10.4018/978-1-6684-7105-0.ch005,https://doi.org/10.4018/978-1-6684-7105-0.ch005,book-chapter,The Role of Machine Learning in Customer Experience,Uma Khemchand Thakur,1,2023,Advances in Business Information Systems and Analytics,IGI Global,"<jats:p>Machine learning is a subtype of artificial intelligence in which computers use algorithms to learn from data and discover patterns, a capacity that businesses may exploit in various ways to improve customer service. Machine learning (ML) is improving nearly every function and process automation by enabling operational optimisation. As a result, it improves customer service, speeds up work, lessens errors, and improves accuracy. Customer service is one area of the company that might benefit from machine learning. Natural language processing and sentiment analysis are two technologies that can help businesses better understand how to respond to consumer comments and queries.</jats:p>",,13,2,13,5.0
10.1111/2041-210x.70191/v2/response1,https://doi.org/10.1111/2041-210x.70191/v2/response1,peer-review,"Author response for ""Estimating Causal Effects with Machine Learning: A Guide for Ecologists""",Suchinta Arif,1,2025,,Wiley,,,0,0,0,6.0
10.1111/2041-210x.70191/v3/decision1,https://doi.org/10.1111/2041-210x.70191/v3/decision1,peer-review,"Decision letter for ""Estimating Causal Effects with Machine Learning: A Guide for Ecologists""",,0,2025,,Wiley,,,0,0,0,9.0
10.1111/2041-210x.70191/v1/decision1,https://doi.org/10.1111/2041-210x.70191/v1/decision1,peer-review,"Decision letter for ""Estimating Causal Effects with Machine Learning: A Guide for Ecologists""",,0,2025,,Wiley,,,0,0,0,5.0
10.1007/978-3-031-35051-1_14,https://doi.org/10.1007/978-3-031-35051-1_14,book-chapter,Summary,Sheng Li; Zhixuan Chu,2,2023,Machine Learning for Causal Inference,Springer International Publishing,,,0,0,0,
10.1111/2041-210x.70191/v2/decision1,https://doi.org/10.1111/2041-210x.70191/v2/decision1,peer-review,"Decision letter for ""Estimating Causal Effects with Machine Learning: A Guide for Ecologists""",,0,2025,,Wiley,,,0,0,0,8.0
10.1007/s11229-023-04429-3,https://doi.org/10.1007/s11229-023-04429-3,journal-article,Causal scientific explanations from machine learning,Stefan Buijsman,1,2023,Synthese,Springer Science and Business Media LLC,,,43,4,43,12.0
10.1111/2041-210x.70191/v3/response1,https://doi.org/10.1111/2041-210x.70191/v3/response1,peer-review,"Author response for ""Estimating Causal Effects with Machine Learning: A Guide for Ecologists""",Suchinta Arif,1,2025,,Wiley,,,0,0,0,9.0
10.55248/gengpi.6.0825.32102,https://doi.org/10.55248/gengpi.6.0825.32102,journal-article,Predictive Analysis of Insurance Customer Behavior Using Machine Learning,Bobbala Sravanthi; Mr. K. Srinivas Rao,2,2025,International Journal of Research Publication and Reviews,Genesis Global Publication,,,0,0,0,8.0
10.5220/0013207100004568,https://doi.org/10.5220/0013207100004568,proceedings-article,Prediction of Customer Purchase Satisfaction and Influencing Factors Investigation Based on Machine Learning,Tianyi Ouyang,1,2024,Proceedings of the 1st International Conference on E-commerce and Artificial Intelligence,SCITEPRESS - Science and Technology Publications,,,0,0,0,
10.2139/ssrn.5476287,https://doi.org/10.2139/ssrn.5476287,posted-content,Learning from Editorial Decisions: Optimizing Audience-Wide Content Promotions with Causal Machine Learning,Joel Persson; Stefan Feuerriegel; Cristina Kadar,3,2025,,Elsevier BV,,,94,0,94,10.0
10.21275/sr22131110718,https://doi.org/10.21275/sr22131110718,journal-article,A Comparative Model for Predicting Customer Churn using Supervised Machine Learning,Muchatibaya Adrin; David Fadaralika,2,2022,International Journal of Science and Research (IJSR),International Journal of Science and Research,,,0,0,0,2.0
10.1201/9781003504795-3,https://doi.org/10.1201/9781003504795-3,book-chapter,Learning Systems,Mutlu Yuksel; Yigit Aydede,2,2025,Causal Inference and Machine Learning,Chapman and Hall/CRC,,,0,0,0,12.0
10.21275/sr24531130722,https://doi.org/10.21275/sr24531130722,journal-article,Enhancing Customer Experience through Personalized Recommendations: A Machine Learning Approach,Sai Kalyana Pranitha Buddiga; Siddhartha Nuthakki,2,2022,International Journal of Science and Research (IJSR),International Journal of Science and Research,,,0,2,0,9.0
10.5220/0013207200004568,https://doi.org/10.5220/0013207200004568,proceedings-article,"Machine Learning-Based Customer Segmentation: A Comprehensive Investigation of Techniques, Challenges and Applications",Yazhi Zhang,1,2024,Proceedings of the 1st International Conference on E-commerce and Artificial Intelligence,SCITEPRESS - Science and Technology Publications,,,0,0,0,
10.22541/au.175103950.08301169/v1,https://doi.org/10.22541/au.175103950.08301169/v1,posted-content,Cost-Sensitive Machine Learning for Reducing Customer Attrition in Financial Markets,Arthur Thopmson,1,2025,,Wiley,,,0,0,0,6.0
10.1007/978-3-031-43427-3_31,https://doi.org/10.1007/978-3-031-43427-3_31,book-chapter,Double Machine Learning at Scale to Predict Causal Impact of Customer Actions,Sushant More; Priya Kotwal; Sujith Chappidi; Dinesh Mandalapu; Chris Khawand,5,2023,Lecture Notes in Computer Science,Springer Nature Switzerland,,,18,1,18,
10.4324/9781003217732-5,https://doi.org/10.4324/9781003217732-5,book-chapter,Causal Inference in Criminology and Crime Research and the Promises of Machine Learning,Gian Maria Campedelli,1,2022,Machine Learning for Criminology and Crime Research,Routledge,,,0,0,0,4.0
10.1109/icmla55696.2022.00206,https://doi.org/10.1109/icmla55696.2022.00206,proceedings-article,Causal Inference for Personalized Treatment Effect Estimation for given Machine Learning Models,Johannes Rust; Serge Autexier,2,2022,2022 21st IEEE International Conference on Machine Learning and Applications (ICMLA),IEEE,,,16,4,16,12.0
10.1109/icmla55696.2022.00193,https://doi.org/10.1109/icmla55696.2022.00193,proceedings-article,Active learning of causal probability trees,Tue Herlau,1,2022,2022 21st IEEE International Conference on Machine Learning and Applications (ICMLA),IEEE,,,25,0,25,12.0
10.1101/2023.01.14.23284554,https://doi.org/10.1101/2023.01.14.23284554,posted-content,Histopathology: Deep machine learning based semantic segmentation features predict patient survival,Vikas Ramachandra,1,2023,,openRxiv,"<jats:title>Abstract</jats:title>
                <jats:p>In this paper, we use deep learning techniques to segment different regions from breast cancer histopathology images, such as tumor nucleus, epithelium and stromal areas. Then, in the second stage, the deep segmentation features learned by the neural network are used to predict individual patient survival, using random forest based classification. We show that the deep segmentation network features can predict survival very well, and outperform classical computer vision based shape, texture and other feature descriptors used in earlier research for the same survival prediction task.</jats:p>",,3,0,3,1.0
10.20944/preprints202104.0529.v1,https://doi.org/10.20944/preprints202104.0529.v1,posted-content,Deep Learning-based Survival Analysis for High-dimensional Survival Data,Il Do Ha; Lin Hao; Juncheol Kim; Sookhee Kwon,4,2021,,MDPI AG,"<jats:p>As the development of high-throughput technologies, more and more high-dimensional or ultra high-dimensional genomic data are generated. Therefore, how to make effective analysis of such data becomes a challenge. Machine learning (ML) algorithms have been widely applied for modelling nonlinear and complicated interactions in a variety of practical fields such as high-dimensional survival data. Recently, the multilayer deep neural network (DNN) models have made remarkable achievements. Thus, a Cox-based DNN prediction survival model (DNNSurv model) , which was built with Keras and Tensorflow, was developed. However, its results were only evaluated to the survival datasets with high-dimensional or large sample sizes. In this paper, we evaluate the prediction performance of the DNNSurv model using ultra high-dimensional and high-dimensional survival datasets, and compare it with three popular ML survival prediction models (i.e., random survival forest and Cox-based LASSO and Ridge models). For this purpose we also present the optimal setting of several hyper-parameters including selection of tuning parameter. The proposed method demonstrates via data analysis that the DNNSurv model performs overall well as compared with the ML models, in terms of three main evaluation measures (i.e., concordance index, time-dependent Brier score and time-dependent AUC) for survival prediction performance.</jats:p>",,0,7,0,4.0
10.14428/esann/2021.es2021-49,https://doi.org/10.14428/esann/2021.es2021-49,proceedings-article,Deep Learning Model for Context-Dependent Survival Analysis,Raphaël Langhendries; Jérôme Lacaille,2,2021,ESANN 2021 proceedings,Ciaco - i6doc.com,,,0,0,0,
10.1101/2020.08.06.20169698,https://doi.org/10.1101/2020.08.06.20169698,posted-content,MultiSurv: Long-term cancer survival prediction using multimodal deep learning,Luís A. Vale-Silva; Karl Rohr,2,2020,,openRxiv,"<jats:p>The age of precision medicine demands powerful computational techniques to handle high-dimensional patient data. We present MultiSurv, a multimodal deep learning method for long-term pan-cancer survival prediction. MultiSurv is composed of three main modules. A feature representation module includes a dedicated submodel for each input data modality. A data fusion layer aggregates the multimodal representations. Finally, a prediction submodel yields conditional survival probabilities for a predefined set of follow-up time intervals. We trained MultiSurv on clinical, imaging, and four different high-dimensional omics data modalities from patients diagnosed with one of 33 different cancer types. We evaluated unimodal input configurations against several previous methods and different multimodal data combinations. MultiSurv achieved the best results according to different time-dependent metrics and delivered highly accurate long-term patient survival curves. The best performance was obtained when combining clinical information with either gene expression or DNA methylation data, depending on the evaluation metric. Additionally, MultiSurv can handle missing data, including missing values and complete data modalitites. Interestingly, for unimodal data we found that simpler modeling approaches, including the classical Cox proportional hazards method, can achieve results rivaling those of more complex methods for certain data modalities. We also show how the learned feature representations of MultiSurv can be used to visualize relationships between cancer types and individual patients, after embedding into a low-dimensional space.</jats:p>",,50,7,50,8.0
10.2139/ssrn.4488863,https://doi.org/10.2139/ssrn.4488863,posted-content,"A Survey of Survival Analysis with Deep Learning: Models, Applications and Challenges",Julia Sidorova; Juan Jose Lozano,2,2023,,Elsevier BV,,,35,0,35,6.0
10.7554/elife.79519.sa0,https://doi.org/10.7554/elife.79519.sa0,peer-review,"Editor's evaluation: DetecDiv, a generalist deep-learning platform for automated cell division tracking and survival analysis",Ihor Smal,1,2022,,"eLife Sciences Publications, Ltd",,,0,0,0,6.0
10.1101/2022.10.19.22281279,https://doi.org/10.1101/2022.10.19.22281279,posted-content,Interpretable Deep Learning for Improving Cancer Patient Survival Based on Personal Transcriptomes,Bo Sun; Liang Chen,2,2022,,openRxiv,"<jats:title>Abstract</jats:title>
                <jats:p>Precision medicine chooses the optimal drug for a patient by considering individual differences. With the tremendous amount of data accumulated for cancers, we develop an interpretable neural network to predict cancer patient survival based on drug prescriptions and personal transcriptomes (CancerIDP). The deep learning model achieves 96% classification accuracy in distinguishing short-lived from long-lived patients. The Pearson correlation between predicted and actual months-to-death values is as high as 0.937. About 27.4% of patients may survive longer with an alternative medicine chosen by our deep learning model. The median survival time of all patients can increase by 3.9 months. Our interpretable neural network model reveals the most discriminating pathways in the decision-making process, which will further facilitate mechanistic studies of drug development for cancers.</jats:p>",,33,1,33,10.0
10.1097/01.cot.0000749908.95397.98,https://doi.org/10.1097/01.cot.0000749908.95397.98,journal-article,Deep Learning Models Tackle Lung Cancer Survival Period Prediction,Chuck Holt,1,2021,Oncology Times,Ovid Technologies (Wolters Kluwer Health),,,0,0,0,4.0
10.1101/2022.11.07.515540,https://doi.org/10.1101/2022.11.07.515540,posted-content,Deep-learning and transfer learning identify new breast cancer survival subtypes from single-cell imaging data,Shashank Yadav; Shu Zhou; Bing He; Yuheng Du; Lana X Garmire,5,2022,,openRxiv,"<jats:title>ABSTRACT</jats:title>
                <jats:p>Quantitative models that explicitly capture single-cell resolution cell-cell interaction features to predict patient survival at population scale are currently missing. Here, we computationally extracted hundreds of features describing single-cell based cell-cell interactions and cellular phenotypes from a large, published cohort of cyto-images of breast cancer patients. We applied these features to a neural-network based Cox-nnet survival model and obtained high accuracy in predicting patient survival in test data (Concordance Index &gt; 0.8). We identified seven survival subtypes using the top survival features, which present distinct profiles of epithelial, immune, fibroblast cells, and their interactions. We identified atypical subpopulations of TNBC patients with moderate prognosis (marked by GATA3 over-expression) and Luminal A patients with poor prognosis (marked by KRT6 and ACTA2 over-expression and CDH1 under-expression). These atypical subpopulations are validated in TCGA-BRCA and METABRIC datasets. This work provides important guidelines on bridging single-cell level information towards population-level survival prediction.</jats:p>
                <jats:sec>
                  <jats:title>STATEMENT OF TRANSLATIONAL RELEVANCE</jats:title>
                  <jats:p>Our findings from a breast cancer population cohort demonstrate the clinical utility of using the single-cell level imaging mass cytometry (IMC) data as a new type of patient prognosis prediction marker. Not only did the prognosis prediction achieve high accuracy with a Concordance index score greater than 0.8, it also enabled the discovery of seven survival subtypes that are more distinguishable than the molecular subtypes. These new subtypes present distinct profiles of epithelial, immune, fibroblast cells, and their interactions. Most importantly, this study identified and validated atypical subpopulations of TNBC patients with moderate prognosis (GATA3 over-expression) and Luminal A patients with poor prognosis (KRT6 and ACTA2 over-expression and CDH1 under-expression), using multiple large breast cancer cohorts.</jats:p>
                </jats:sec>",,55,0,55,11.0
10.1101/2023.06.10.544450,https://doi.org/10.1101/2023.06.10.544450,posted-content,Deep learning-based survival prediction using DNA methylation-derived 3D genomic information,Jeewon Yang; Dohoon Lee; Bonil Koo; Sun Kim,4,2023,,openRxiv,"<jats:title>ABSTRACT</jats:title>
                <jats:p>Three-dimensional (3D) genome states are closely related to cancer development. Nonetheless, the 3D genome information has not been clinically utilized to the best of our knowledge, due to the costly production of Hi-C data which is a manifest source of 3D genome information. Therefore, there is a need for a novel metric computable from a 3D genome-related data which is more easily accessible for the clinical utilization of 3D genome information. We here propose a method to extract 3D genome-aware epigenetic features from DNA methylation data and use these features for a deep learning-based survival prediction. These features are derived from the 3D genome structures which are rebuilt from the DNA methylation data in an individual level. The results showed that usage of 3D genome-aware features contributed to more accurate risk prediction across seven cancer types, suggesting the effectiveness of the knowledge about 3D genome structure embedded in these features. The deeper biological investigation revealed that altered DNA methylation level in risk-high group could be related to the anomalously activated genes involved in cancer-related pathways. Altogether, the risks predicted from 3D genome-aware epigenetic features showed its significance as a survival predictor in seven cancer types, along with its biological importance.</jats:p>",,58,0,58,6.0
10.1101/2021.10.05.463175,https://doi.org/10.1101/2021.10.05.463175,posted-content,"DetecDiv, a generalist deep-learning platform for automated cell division tracking and survival analysis",Théo Aspert; Didier Hentsch; Gilles Charvin,3,2021,,openRxiv,"<jats:title>Abstract</jats:title>
                <jats:p>Automating the extraction of meaningful temporal information from sequences of microscopy images represents a major challenge to characterize dynamical biological processes. So far, strong limitations in the ability to quantitatively analyze single-cell trajectories have prevented large-scale investigations to assess the dynamics of entry into replicative senescence in yeast. Here, we have developed DetecDiv, a microfluidic-based image acquisition platform combined with deep learning-based software for high-throughput single-cell division tracking. We show that DetecDiv can automatically reconstruct cellular replicative lifespans with high accuracy and performs similarly with various imaging platforms and geometries of microfluidic traps. In addition, this methodology provides comprehensive temporal cellular metrics using time-series classification and image semantic segmentation. Last, we show that this method can be further applied to automatically quantify the dynamics of cellular adaptation and the real-time cell survival upon exposure to environmental stress. Hence, this methodology provides an all-in-one toolbox for high-throughput phenotyping for cell cycle, stress response, and replicative lifespan assays.</jats:p>",,51,5,51,10.0
10.7554/elife.79519.sa2,https://doi.org/10.7554/elife.79519.sa2,peer-review,"Author response: DetecDiv, a generalist deep-learning platform for automated cell division tracking and survival analysis",Théo Aspert; Didier Hentsch; Gilles Charvin,3,2022,,"eLife Sciences Publications, Ltd",,,0,0,0,7.0
10.7554/elife.79519.sa1,https://doi.org/10.7554/elife.79519.sa1,peer-review,"Decision letter: DetecDiv, a generalist deep-learning platform for automated cell division tracking and survival analysis",Pascal Hersen,1,2022,,"eLife Sciences Publications, Ltd",,,0,0,0,6.0
10.21203/rs.3.rs-3737349/v1,https://doi.org/10.21203/rs.3.rs-3737349/v1,posted-content,Survival Analysis of Pressure Injury Images Using Deep Learning: Validating the Potential for Predicting Survival Probabilities,Sungmoon Jeong; Hyungyu Kim; Hyunbin Kim; Jungrae Cho; Hosang Yu; Sangwook Kim; Jeong Yeop Ryu,7,2023,,Research Square Platform LLC,"<jats:title>Abstract</jats:title>
        <jats:p><jats:bold>Purpose:</jats:bold> This study aimed to analyze pressure injury images and predict hazard rates using deep learning. It offers a fresh perspective in an underexplored area within pressure injury research. 
<jats:bold>Methods:</jats:bold> This study included 958 patients, and pressure injury images were obtained at the first visit. To use meaningful image features, pre-trained models were employed during the feature ex-traction phase. In the survival prediction phase, these image features were used as inputs for two deep learning-based survival analysis models (DeepSurv, PC-Hazard) and two statistics-based sur-vival analysis models (CoxPH, Piecewise Exponential). 
<jats:bold>Results:</jats:bold> Using the Concordance index to assess survival model performances, we found that the deep learning-based survival analysis models outperformed the statistics-based survival analysis models. Notably, the 'ResNet50 + PC-Hazard' model scored the highest at 0.7636. 
<jats:bold>Conclusion:</jats:bold> We confirmed that the deep learning-based survival analysis models performed better in most cases. This indicates that pressure injury images could act as biomarkers, reinforcing the need for more extensive research.</jats:p>",,0,0,0,12.0
10.1016/j.pbiomolbio.2023.08.001,https://doi.org/10.1016/j.pbiomolbio.2023.08.001,journal-article,Commentary on “A systematic review on machine learning and deep learning techniques in cancer survival prediction”: Validation of survival methods,J. Sidorova; J.J. Lozano,2,2023,Progress in Biophysics and Molecular Biology,Elsevier BV,,,3,1,3,10.0
10.1186/s12885-024-13320-4,https://doi.org/10.1186/s12885-024-13320-4,journal-article,Survival prediction of glioblastoma patients using machine learning and deep learning: a systematic review,Roya Poursaeed; Mohsen Mohammadzadeh; Ali Asghar Safaei,3,2024,BMC Cancer,Springer Science and Business Media LLC,,,132,36,132,12.0
10.31449/inf.v48i4.5151,https://doi.org/10.31449/inf.v48i4.5151,journal-article,Explainable AI for Pancreatic Cancer Prediction and Survival Prognosis: An Interpretable Deep Learning and Machine Learning Approach,Srinidhi B; Bhargavi M S,2,2025,Informatica,Slovenian Association Informatika,"<jats:p>Pancreatic cancer's devastating impact and low survival rates call for improved detection methods. While Artificial Intelligence has shown remarkable progress, its increasing complexity has led to ""black box"" models, hindering their acceptance in critical fields like healthcare. To address this, Explainable Artificial Intelligence (XAI) has gained traction, aiming to create transparent AI systems. In this study, we propose a comprehensive approach that combines the power of Deep Learning for pancreatic cancer detection using Computed Tomography (CT) images and Machine Learning (ML) for survival prognosis based on clinical data. By leveraging CT images with Deep learning models such as Convolutional Neural Networks, VGG-16 and DenseNet-201, effective diagnosis of Pancreatic Cancer is achieved and comprehensive insights into the tumor's spatial characteristics are obtained. DenseNet-201 outperformed the other models in terms of accuracy and interpretability with a predictive accuracy of 95%. The integration of ML techniques such as Stochastic Gradient Descent, Naïve Bayes and Extra Tree classifiers with clinical data predicts the chances of survival, providing vital information for treatment planning and personalized care. To validate the model's accuracy and interpretability, a comprehensive XAI validation is conducted using state-of-the-art techniques like Local Interpretable Model-agnostic Explanations and Shapley Additive Explanations. These methods provide localized explanations for predictions, allowing clinicians to understand risk and survival chances. This study holds immense potential to aid healthcare professionals in diagnosis, prognosis, and personalized treatment strategies, contributing to enhanced patient outcomes in the fight against pancreatic cancer.</jats:p>",,0,2,0,1.0
10.55640/ijaair-v02i05-01,https://doi.org/10.55640/ijaair-v02i05-01,journal-article,LEVERAGING DEEP LEARNING IN SURVIVAL ANALYSIS FOR ENHANCED TIME-TO-EVENT PREDICTION,Dr. Kenji Yamamoto; Prof. Lijuan Wang,2,2025,International Journal of Advanced Artificial Intelligence Research,European International Journal of Multidisciplinary Research and Management Studies,"<jats:p>Survival analysis is a critical statistical approach for modeling time-to-event outcomes across disciplines such as healthcare, engineering, and social sciences. Traditional methods, including Cox proportional hazards models, often struggle with complex, high-dimensional data and non-linear relationships. Recent advancements in deep learning have led to innovative models that significantly enhance survival prediction by capturing intricate patterns and dependencies in time-to-event data. This study explores state-of-the-art deep learning frameworks—such as DeepSurv, DeepHit, and recurrent neural networks—for survival analysis, emphasizing their architecture, performance, and application across diverse datasets. The integration of deep learning enables more accurate risk estimation and personalized prognostics, revolutionizing predictive modeling in survival data contexts. We also discuss challenges related to interpretability, data censoring, and model evaluation, proposing future research directions for robust and explainable deep survival models.</jats:p>",,0,0,0,5.0
10.2139/ssrn.5240657,https://doi.org/10.2139/ssrn.5240657,posted-content,Enhancing Risk Stratification in Cancer Treatment Outcomes: A Deep Learning-Based Comparative Study of Survival and Binary Models,Meixu Chen; Jing Wang,2,2025,,Elsevier BV,,,0,0,0,5.0
10.1007/s10489-024-05794-3,https://doi.org/10.1007/s10489-024-05794-3,journal-article,Deep-SEA: a deep learning based patient specific multi-modality post-cancer survival estimation architecture,Ibtihaj Ahmad; Saleem Riaz,2,2024,Applied Intelligence,Springer Science and Business Media LLC,,,34,2,34,11.0
10.1109/icscna63714.2024.10864307,https://doi.org/10.1109/icscna63714.2024.10864307,proceedings-article,Predicting Breast Cancer Survival: Comparative Analysis of Machine Learning and Deep Learning Models,Saliha Bathool; Ashvini Alashetty; M.A.H. Farquad,3,2024,2024 International Conference on Sustainable Communication Networks and Application (ICSCNA),IEEE,,,18,1,18,12.0
