doi,title,authors,author_count,year,month,journal,publisher,abstract,subjects,type,url,source,relevance_score,relevance_flags
10.5194/egusphere-egu24-7047,"A new framework for water quality forecasting coupling causal inference,&amp;#160;time-frequency analysis and uncertainty quantification",Chi Zhang; Xizhi Nong; Kourosh Behzadian; Luiza Campos; Dongguo Shao,5,2024,3.0,,Copernicus GmbH,"<jats:p>Accurate forecasting of water quality variables in river systems is crucial for relevant administrators to identify potential water quality degradation issues and take countermeasures promptly. However, pure data-driven forecasting models are often insufficient to deal with the highly varying periodicity of water quality in today&amp;#8217;s more complex environment. This study presents a new holistic framework for time-series forecasting of water quality parameters by combining advanced deep learning algorithms (i.e., Long Short-Term Memory (LSTM) and Informer) with causal inference, time-frequency analysis, and uncertainty quantification. The framework was demonstrated for total nitrogen (TN) forecasting in the largest artificial lakes in Asia (i.e., the Danjiangkou Reservoir, China) with six-year monitoring data from January 2017 to June 2022. The results showed that the pre-processing techniques based on causal inference and wavelet decomposition can significantly improve the performance of deep learning algorithms. Compared to the individual LSTM and Informer models, wavelet-coupled approaches diminished well the apparent forecasting errors of TN concentrations, with 24.39%, 32.68%, and 41.26% reduction at most in the average, standard deviation, and maximum values of the errors, respectively. In addition, a post-processing algorithm based on the Copula function and Bayesian theory was designed to quantify the uncertainty of predictions. With the help of this algorithm, each deterministic prediction of our model can correspond to a range of possible outputs. The 95% forecast confidence interval covered almost all the observations, which proves a measure of the reliability and robustness of the predictions. This study provides rich scientific references for applying advanced data-driven methods in time-series forecasting tasks and a practical methodological framework for water resources management and similar projects.</jats:p>",,posted-content,https://doi.org/10.5194/egusphere-egu24-7047,CrossRef,2,causal:causal inference
10.1145/3670865.3673641,Forecasting Algorithms for Causal Inference with Panel Data,Jacob Goldin; Julian Nyarko; Justin Young,3,2024,7.0,Proceedings of the 25th ACM Conference on Economics and Computation,ACM,,,proceedings-article,https://doi.org/10.1145/3670865.3673641,CrossRef,2,causal:causal inference
10.1002/for.3108,An ensemble model for stock index prediction based on media attention and emotional causal inference,Juanjuan Wang; Shujie Zhou; Wentong Liu; Lin Jiang,4,2024,9.0,Journal of Forecasting,Wiley,"<jats:title>Abstract</jats:title><jats:p>Electronic and digital trading models have made stock trading more accessible and convenient, leading to exponential growth in trading data. With a wealth of trading data available, researchers have found opportunities to extract valuable insights by uncovering patterns in stock price movements and market dynamics. Deep learning models are increasingly being employed for stock price prediction. While neural networks offer superior computational capabilities compared with traditional statistical methods, their results often lack interpretability, limiting their utility in explaining stock price volatility and investment behavior. To address this challenge, we propose a causality‐based method that incorporates a multivariate approach, integrating news event attention sequences and sentiment index sequences. The goal is to capture the intricate and multifaceted relationships among news events, media sentiment, and stock prices. We illustrate the application of this proposed approach using a Global Database of Events, Language, and Tone global event database, demonstrating its benefits through the analysis of attention sequences and media sentiment index sequences for news events across various categories. This research not only identifies promising directions for further exploration but also offers insights with implications for informed investment decisions.</jats:p>",,journal-article,https://doi.org/10.1002/for.3108,CrossRef,2,causal:causal inference
10.20944/preprints202401.0040.v1,Discrete-time Survival Models with Neural Networks for Age-Period-Cohort Analysis of Credit Risk,Hao Wang; Anthony Graham Bellotti; Rong Qu; Ruibin Bai,4,2024,1.0,,MDPI AG,"<jats:p>Survival models have become popular for credit risk estimation. Most current credit risk survival models use an underlying linear model. This is beneficial in terms of interpretability but is restrictive for real-life applications since it cannot discover hidden nonlinearities and interactions within the data. This study uses discrete time survival models with embedded neural networks as estimators of time to default. This provides flexibility to express nonlinearities and interactions between variables, and hence allows for models with better overall model fit. Additionally, the neural networks are used to estimate Age-Period-Cohort (APC) models so that default risk can be decomposed into time components for loan age (maturity), origination (vintage) and environment (e.g., economic, operational and social effects). These can be built as general models, or as local APC models for specific customer segments. The local APC models reveal special conditions for different customer groups. The corresponding APC identification problem is solved by a combination of regularization and fitting the decomposed environment time risk component to macroeconomic data, since the environmental risk is expected to have a strong relationship with macroeconomic conditions. Our approach is shown to be effective when tested on a large publicly available US mortgage data set. This novel framework can be adapted by practitioners in the financial industry to improve modelling, estimation and assessment of credit risk.</jats:p>",,posted-content,https://doi.org/10.20944/preprints202401.0040.v1,CrossRef,2,survival:survival model
10.1109/tnnls.2022.3190321,Survival Analysis of High-Dimensional Data With Graph Convolutional Networks and Geometric Graphs,Yurong Ling; Zijing Liu; Jing-Hao Xue,3,2024,4.0,IEEE Transactions on Neural Networks and Learning Systems,Institute of Electrical and Electronics Engineers (IEEE),,,journal-article,https://doi.org/10.1109/tnnls.2022.3190321,CrossRef,2,survival:survival analysis
10.1002/sam.11704,Neural interval‐censored survival regression with feature selection,Carlos García Meixide; Marcos Matabuena; Louis Abraham; Michael R. Kosorok,4,2024,8.0,Statistical Analysis and Data Mining: The ASA Data Science Journal,Wiley,"<jats:title>Abstract</jats:title><jats:p>Survival analysis is a fundamental area of focus in biomedical research, particularly in the context of personalized medicine. This prominence is due to the increasing prevalence of large and high‐dimensional datasets, such as omics and medical image data. However, the literature on nonlinear regression algorithms and variable selection techniques for interval‐censoring is either limited or nonexistent, particularly in the context of neural networks. Our objective is to introduce a novel predictive framework tailored for interval‐censored regression tasks, rooted in Accelerated Failure Time (AFT) models. Our strategy comprises two key components: (i) a variable selection phase leveraging recent advances on sparse neural network architectures; (ii) a regression model targeting prediction of the interval‐censored response. To assess the performance of our novel algorithm, we conducted a comprehensive evaluation through both numerical experiments and real‐world applications that encompass scenarios related to diabetes and physical activity. Our results outperform traditional AFT algorithms, particularly in scenarios featuring nonlinear relationships.</jats:p>",,journal-article,https://doi.org/10.1002/sam.11704,CrossRef,2,survival:survival analysis
,Forecasting Automotive Supply Chain Shortfalls with Heterogeneous Time Series,Bach Viet Do; Xingyu Li; Chaoye Pan,3,2024,7,arXiv,arXiv,"Operational disruptions can significantly impact companies performance. Ford, with its 37 plants globally, uses 17 billion parts annually to manufacture six million cars and trucks. With up to ten tiers of suppliers between the company and raw materials, any extended disruption in this supply chain can cause substantial financial losses. Therefore, the ability to forecast and identify such disruptions early is crucial for maintaining seamless operations. In this study, we demonstrate how we construct a dataset consisting of many multivariate time series to forecast first-tier supply chain disruptions, utilizing features related to capacity, inventory, utilization, and processing, as outlined in the classical Factory Physics framework. This dataset is technically challenging due to its vast scale of over five hundred thousand time series. Furthermore, these time series, while exhibiting certain similarities, also display heterogeneity within specific subgroups. To address these challenges, we propose a novel methodology that integrates an enhanced Attention Sequence to Sequence Deep Learning architecture, using Neural Network Embeddings to model group effects, with a Survival Analysis model. This model is designed to learn intricate heterogeneous data patterns related to operational disruptions. Our model has demonstrated a strong performance, achieving 0.85 precision and 0.8 recall during the Quality Assurance (QA) phase across Ford's five North American plants. Additionally, to address the common criticism of Machine Learning models as black boxes, we show how the SHAP framework can be used to generate feature importance from the model predictions. It offers valuable insights that can lead to actionable strategies and highlights the potential of advanced machine learning for managing and mitigating supply chain risks in the automotive industry.",stat.ML; cs.LG,preprint,http://arxiv.org/abs/2407.16739v3,arXiv,2,survival:survival analysis
,Revealing the value of Repository Centrality in lifespan prediction of Open Source Software Projects,Runzhi He; Hengzhi Ye; Minghui Zhou,3,2024,5,arXiv,arXiv,"Background: Open Source Software is the building block of modern software. However, the prevalence of project deprecation in the open source world weakens the integrity of the downstream systems and the broad ecosystem. Therefore it calls for efforts in monitoring and predicting project deprecations, empowering stakeholders to take proactive measures. Challenge: Existing techniques mainly focus on static features on a point in time to make predictions, resulting in limited effects. Goal: We propose a novel metric from the user-repository network, and leverage the metric to fit project deprecation predictors and prove its real-life implications. Method: We establish a comprehensive dataset containing 103,354 non-fork GitHub OSS projects spanning from 2011 to 2023. We propose repository centrality, a family of HITS weights that captures shifts in the popularity of a repository in the repository-user star network. Further with the metric, we utilize the advancements in gradient boosting and deep learning to fit survival analysis models to predict project lifespan or its survival hazard. Results: Our study reveals a correlation between the HITS centrality metrics and the repository deprecation risk. A drop in the HITS weights of a repository indicates a decline in its centrality and prevalence, leading to an increase in its deprecation risk and a decrease in its expected lifespan. Our predictive models powered by repository centrality and other repository features achieve satisfactory accuracy on the test set, with repository centrality being the most significant feature among all. Implications: This research offers a novel perspective on understanding the effect of prevalence on the deprecation of OSS repositories. Our approach to predict repository deprecation help detect health status of project and take actions in advance, fostering a more resilient OSS ecosystem.",cs.SE,preprint,http://arxiv.org/abs/2405.07508v1,arXiv,2,survival:survival analysis
10.5220/0012234700003598,Survival Analysis as a Risk Stratification Tool for Threshold Exceedance Forecasting,George Marinos; Manos Karvounis; Ioannis Athanasiadis,3,2023,,"Proceedings of the 15th International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",SCITEPRESS - Science and Technology Publications,,,proceedings-article,https://doi.org/10.5220/0012234700003598,CrossRef,2,survival:survival analysis
10.56726/irjmets35708,ELECTRICITY DEMAND FORECASTING USING TIME SERIES ANALYSIS,,0,2023,4.0,International Research Journal of Modernization in Engineering Technology and Science,International Research Journal of Modernization in Engineering Technology and Science,,,journal-article,https://doi.org/10.56726/irjmets35708,CrossRef,2,forecasting:demand forecast
10.20944/preprints202307.0789.v1,Short-term Electricity Demand Forecasting using Deep Neural Networks: An analysis for Thai data,Kamal Chapagain; Samundra Gurung; Pisut Kulthanavit; Somsak Kittipiyakul,4,2023,7.0,,MDPI AG,"<jats:p>Electricity demand forecasting plays a significant role in energy markets. Accurate prediction of electricity demand is the key factor to optimize power generation, consumption, saving energy resources, and determining the energy prices. However, integrating energy mix scenarios, including solar and wind power which are highly non-linear and seasonal, into an existing grid increases uncertainty in generation, adds the challenges for precise forecast. To tackle these challenges, state-of-the-art methods and algorithms have been implemented in literature. We have developed Artificial Intelligence (AI) based deep learning models that can effectively handle the information of long time-series data. Based on the pattern of dataset, four different scenarios were developed and two best scenarios were selected for prediction. Dozens of models were developed and tested in deep AI networks. In the first scenario (Scenario1), data for weekdays excluding holidays was taken and in the second scenario (Scenario2) all the data in the basket was taken. Remaining two scenarios, weekends and holidays were tested and neglected because of their high prediction error. To find the optimal configuration, models were trained and tested within a large space of alternatives called hyper-parameters. In this study, an Aritificial Neural Network (ANN) based Feed-forward Neural Network (FNN) showed the minimum prediction error for Scenario1 while a Recurrent Neural Network (RNN) based Gated Recurrent Network (GRU) showed the minimum prediction error for Scenario2. While comparing the accuracy, the lowest MAPE of 2.47% was obtained from FNN for Scenario1. When evaluating the same testing dataset (non-holidays) of Scenario2, the RNN-GRU model achieved the lowest MAPE of 2.71%. Therefore, we can conclude that grouping of weekdays as Senario1 prepared by excluding the holidays provides better forecasting accuracy compared to the single group approach used in Scenario2, where all the dataset is considered together. However, Scenario2 is equally important to predict the demand for weekends and holidays.</jats:p>",,posted-content,https://doi.org/10.20944/preprints202307.0789.v1,CrossRef,2,forecasting:demand forecast
10.1109/icaibd57115.2023.10206072,Analysis and Demand Forecasting Based On e-Commerce Data,Tiantian Tang,1,2023,5.0,2023 6th International Conference on Artificial Intelligence and Big Data (ICAIBD),IEEE,,,proceedings-article,https://doi.org/10.1109/icaibd57115.2023.10206072,CrossRef,2,forecasting:demand forecast
10.25236/fsst.2023.051818,Study on Demand Forecasting and Inventory Optimization Using SARIMA and Fuzzy Analysis,,0,2023,,"The Frontiers of Society, Science and Technology",Francis Academic Press Ltd.,,,journal-article,https://doi.org/10.25236/fsst.2023.051818,CrossRef,2,forecasting:demand forecast
10.2139/ssrn.4621634,A Hybrid Electricity Demand Forecasting Model,Xingyuan Wei; Liyi Wang,2,2023,11.0,,Elsevier BV,,,posted-content,https://doi.org/10.2139/ssrn.4621634,CrossRef,2,forecasting:demand forecast
10.1117/12.2685851,Research on material demand forecasting based on comparative analysis of two forecasting models: take D company as an example,Feiyan Zhong,1,2023,7.0,"3rd International Conference on Applied Mathematics, Modelling, and Intelligent Computing (CAMMIC 2023)",SPIE,,,proceedings-article,https://doi.org/10.1117/12.2685851,CrossRef,2,forecasting:demand forecast
10.1142/9789811262876_0016,Cox Regression Models a.k.a. Proportional Hazards Modeling,,0,2023,5.0,Advanced Statistics for Health Research,WORLD SCIENTIFIC,,,book-chapter,https://doi.org/10.1142/9789811262876_0016,CrossRef,2,survival:cox regression
10.4135/9781529668391,Measuring Internationalization Speed Using Binary Outcome Variables and the Cox Proportional Hazards Model,Yong Wang; Xiaotao Yao,2,2023,,,SAGE Publications Ltd,,,book,https://doi.org/10.4135/9781529668391,CrossRef,2,survival:cox proportional hazard
10.21314/jcr.2022.014,Instabilities in Cox proportional hazards models in credit risk,Joseph L. Breeden; Anthony Bellotti; Yevgeniya Leonova,3,2023,,Journal of Credit Risk,Infopro Digital Services Limited,,,journal-article,https://doi.org/10.21314/jcr.2022.014,CrossRef,2,survival:cox proportional hazard
10.32614/cran.package.shinycox,shinyCox: Create 'shiny' Applications for Cox Proportional Hazards Models,Harrison Clement; Subodh Selukar; Stanley Pounds,3,2023,8.0,CRAN: Contributed Packages,The R Foundation,,,dataset,https://doi.org/10.32614/cran.package.shinycox,CrossRef,2,survival:cox proportional hazard
10.1371/journal.pone.0278700,On Cox proportional hazards model performance under different sampling schemes,Hani Samawi; Lili Yu; JingJing Yin,3,2023,4.0,PLOS ONE,Public Library of Science (PLoS),"<jats:p>Cox’s proportional hazards model (PH) is an acceptable model for survival data analysis. This work investigates PH models’ performance under different efficient sampling schemes for analyzing time to event data (survival data). We will compare a modified Extreme, and Double Extreme Ranked Set Sampling (ERSS, and DERSS) schemes with a simple random sampling scheme. Observations are assumed to be selected based on an easy-to-evaluate baseline available variable associated with the survival time. Through intensive simulations, we show that these modified approaches (ERSS and DERSS) provide more powerful testing procedures and more efficient estimates of hazard ratio than those based on simple random sampling (SRS). We also showed theoretically that Fisher’s information for DERSS is higher than that of ERSS, and ERSS is higher than SRS. We used the SEER Incidence Data for illustration. Our proposed methods are cost saving sampling schemes.</jats:p>",,journal-article,https://doi.org/10.1371/journal.pone.0278700,CrossRef,2,survival:cox proportional hazard
10.1016/j.imu.2023.101285,Retinopathy prediction in type 2 diabetes: Time-varying Cox proportional hazards and machine learning models,Panu Looareesuwan; Suparee Boonmanunt; Sukanya Siriyotha; Thitiya Lukkunaprasit; Ratchainant Thammasudjarit; Oraluck Pattanaprateep; Hataikarn Nimitphong; Sirimon Reutrakul; John Attia; Gareth McKay; Ammarin Thakkinstian,11,2023,,Informatics in Medicine Unlocked,Elsevier BV,,,journal-article,https://doi.org/10.1016/j.imu.2023.101285,CrossRef,2,survival:cox proportional hazard
10.21275/sr23612082455,Predictive Analytics in Evaluating Customer Lifetime Value: A Paradigm Shift in Modern Marketing,Mickey Singh,1,2023,6.0,International Journal of Science and Research (IJSR),International Journal of Science and Research,,,journal-article,https://doi.org/10.21275/sr23612082455,CrossRef,2,forecasting:customer lifetime
10.1057/s41270-022-00158-7,Integrated customer lifetime value (CLV) and customer migration model to improve customer segmentation,Kessara Kanchanapoom; Jongsawas Chongwatpol,2,2023,6.0,Journal of Marketing Analytics,Springer Science and Business Media LLC,,,journal-article,https://doi.org/10.1057/s41270-022-00158-7,CrossRef,2,forecasting:customer lifetime
10.56726/irjmets43604,CUSTOMER LIFETIME VALUE PREDICTION USING THE REGRESSION MODEL,,0,2023,8.0,International Research Journal of Modernization in Engineering Technology and Science,International Research Journal of Modernization in Engineering Technology and Science,,,journal-article,https://doi.org/10.56726/irjmets43604,CrossRef,2,forecasting:customer lifetime
,Confidence Intervals and Simultaneous Confidence Bands Based on Deep Learning,Asaf Ben Arie; Malka Gorfine,2,2024,6,arXiv,arXiv,"Deep learning models have significantly improved prediction accuracy in various fields, gaining recognition across numerous disciplines. Yet, an aspect of deep learning that remains insufficiently addressed is the assessment of prediction uncertainty. Producing reliable uncertainty estimators could be crucial in practical terms. For instance, predictions associated with a high degree of uncertainty could be sent for further evaluation. Recent works in uncertainty quantification of deep learning predictions, including Bayesian posterior credible intervals and a frequentist confidence-interval estimation, have proven to yield either invalid or overly conservative intervals. Furthermore, there is currently no method for quantifying uncertainty that can accommodate deep neural networks for survival (time-to-event) data that involves right-censored outcomes. In this work, we provide a valid non-parametric bootstrap method that correctly disentangles data uncertainty from the noise inherent in the adopted optimization algorithm, ensuring that the resulting point-wise confidence intervals or the simultaneous confidence bands are accurate (i.e., valid and not overly conservative). The proposed ad-hoc method can be easily integrated into any deep neural network without interfering with the training process. The utility of the proposed approach is illustrated by constructing simultaneous confidence bands for survival curves derived from deep neural networks for survival data with right censoring.",stat.ML; cs.LG,preprint,http://arxiv.org/abs/2406.14009v1,arXiv,2,survival:time-to-event
,Deep End-to-End Survival Analysis with Temporal Consistency,Mariana Vargas Vieyra; Pascal Frossard,2,2024,10,arXiv,arXiv,"In this study, we present a novel Survival Analysis algorithm designed to efficiently handle large-scale longitudinal data. Our approach draws inspiration from Reinforcement Learning principles, particularly the Deep Q-Network paradigm, extending Temporal Learning concepts to Survival Regression. A central idea in our method is temporal consistency, a hypothesis that past and future outcomes in the data evolve smoothly over time. Our framework uniquely incorporates temporal consistency into large datasets by providing a stable training signal that captures long-term temporal relationships and ensures reliable updates. Additionally, the method supports arbitrarily complex architectures, enabling the modeling of intricate temporal dependencies, and allows for end-to-end training. Through numerous experiments we provide empirical evidence demonstrating our framework's ability to exploit temporal consistency across datasets of varying sizes. Moreover, our algorithm outperforms benchmarks on datasets with long sequences, demonstrating its ability to capture long-term patterns. Finally, ablation studies show how our method enhances training stability.",cs.LG,preprint,http://arxiv.org/abs/2410.06786v1,arXiv,2,survival:survival analysis
10.2139/ssrn.4770656,Ictsurf: Implicit Continuous-Time Survival Functions with Neural Networks,Chanon Puttanawarut; Panu Looareesuwan; Romen Samuel Wabina; Prut Saowaprut,4,2024,3.0,,Elsevier BV,,,posted-content,https://doi.org/10.2139/ssrn.4770656,CrossRef,2,survival:survival function
,Deep Learning Methods for the Noniterative Conditional Expectation G-Formula for Causal Inference from Complex Observational Data,Sophia M Rein; Jing Li; Miguel Hernan; Andrew Beam,4,2024,10,arXiv,arXiv,"The g-formula can be used to estimate causal effects of sustained treatment strategies using observational data under the identifying assumptions of consistency, positivity, and exchangeability. The non-iterative conditional expectation (NICE) estimator of the g-formula also requires correct estimation of the conditional distribution of the time-varying treatment, confounders, and outcome. Parametric models, which have been traditionally used for this purpose, are subject to model misspecification, which may result in biased causal estimates. Here, we propose a unified deep learning framework for the NICE g-formula estimator that uses multitask recurrent neural networks for estimation of the joint conditional distributions. Using simulated data, we evaluated our model's bias and compared it with that of the parametric g-formula estimator. We found lower bias in the estimates of the causal effect of sustained treatment strategies on a survival outcome when using the deep learning estimator compared with the parametric NICE estimator in settings with simple and complex temporal dependencies between covariates. These findings suggest that our Deep Learning g-formula estimator may be less sensitive to model misspecification than the classical parametric NICE estimator when estimating the causal effect of sustained treatment strategies from complex observational data.",stat.ML; cs.LG,preprint,http://arxiv.org/abs/2410.21531v1,arXiv,2,causal:causal inference
10.5220/0013510300004619,Survival Analysis of the Titanic Using Random Forests,Tianchong Tang,1,2024,,Proceedings of the 2nd International Conference on Data Analysis and Machine Learning,SCITEPRESS - Science and Technology Publications,,,proceedings-article,https://doi.org/10.5220/0013510300004619,CrossRef,2,survival:survival analysis
10.1201/9781003298373-3,Parametric Survival Analysis,Atanu Bhattacharjee,1,2024,5.0,Bayesian Mediation Analysis using R,Chapman and Hall/CRC,,,book-chapter,https://doi.org/10.1201/9781003298373-3,CrossRef,2,survival:survival analysis
10.22340/seps.2024.05.14.2.29,Analysis of Factors Determining the Survival of Social Enterprises Using Survival Analysis : Focusing on the Impact of Corporate Type Selection,Eugene Choi,1,2024,5.0,Social Economy &amp; Policy Studies,Chungbuk National University Social Science Institute,,,journal-article,https://doi.org/10.22340/seps.2024.05.14.2.29,CrossRef,2,survival:survival analysis
10.1016/b978-0-443-23587-0.00007-x,Survival analysis,Jingmei Jiang,1,2024,,Applied Multivariate Statistical Analysis in Medicine,Elsevier,,,book-chapter,https://doi.org/10.1016/b978-0-443-23587-0.00007-x,CrossRef,2,survival:survival analysis
10.17504/protocols.io.q26g71m9kgwz/v1,Survival Analysis v1,Núria Peñuelas; Ariadna Laguna; Miquel Vila,3,2024,6.0,,"ZappyLab, Inc.",<p>Mice Survival Analysis </p>,,posted-content,https://doi.org/10.17504/protocols.io.q26g71m9kgwz/v1,CrossRef,2,survival:survival analysis
10.1186/s12889-024-18895-y,A cohort study of self-perception of ageing and all-cause mortality among older adults in China: a multiple mediators analysis.,Junling Gao; Huashuai Chen; Hao Chen; Yingwei Chen; Jixiang Xu; Yujie Wang; Zhizhong Wang,7,2024,May,BMC public health,PubMed,"Positive self-perception of aging (SPA) is a well-known predictor of longevity, while how and to what extent SPA is linked with all-cause mortality among older adults is still unclear. This study aims to elucidate the relationship between positive SPA and all-cause mortality and its potential mediators among Chinese older adults. This is a 20-year dynamic cohort study conducted among 22,957 older adults aged ≥ 65 years old from a nationally representative sample. Positive SPA was measured using a validated 7-item scale. Potential mediators including health behaviors and social participation were collected using a self-reported questionnaire. Cox proportional hazards regression models were conducted to examine the association between positive SPA and all-cause mortality. A mediation analysis was conducted to determine whether health behaviors and social participation mediated the association between SPA and all-cause mortality. Throughout follow-up (median [interquartile range], 46 [21-84] months), all-cause mortality was 87.4%. Compared with older adults with the lowest quartile positive SPA, hazard ratio(HR) of all-cause mortality among older adults with the second, third, and fourth quartile of positive SPA was 0.96(95%CI:0.93-1.00), 0.93(95%CI:0.90-0.99), and 0.92(95%CI:0.87-0.96) respectively after controlling for all potential mediators and covariates. The mediation analysis showed that regular daily vegetable intake, physical activity, and high social participation explained 41.1-48.5% of the variance in the association between positive SPA and all-cause mortality. In this cohort study, we found that high positive SPA was associated with decreased all-cause mortality directly, and indirectly through healthy lifestyle behaviors and social participation. These findings suggest that interventions targeted at promoting or maintaining positive SPA may contribute to healthy ageing among older adults in China.","Humans; China; Male; Female; Aged; Aging; Mortality; Self Concept; Cohort Studies; Aged, 80 and over; Health Behavior; Social Participation; Mediation Analysis; Cause of Death; Proportional Hazards Models",journal-article,https://pubmed.ncbi.nlm.nih.gov/38783196,PubMed,2,survival:cox proportional hazard
10.1017/thg.2024.5,Trends in Twin Births and Survival in Bangladesh: An Analysis of Half a Century of Evidence.,Kazi Zubair Hossain; Iftekhar Hasan,2,2024,Jun,Twin research and human genetics : the official journal of the International Society for Twin Studies,PubMed,"This study assessed the trends in twin births and their survival in Bangladesh by analyzing over a quarter million live births during 1970-2018, pooled from all eight rounds of the Bangladesh Demographic and Health Survey. In these five decades, the twinning rate increased by 1.5 times, from 5.8 to 8.6 twins per 1000 maternities. The decadal twinning rates varied across maternal age, parity, body mass index, household wealth index, and geographic region. The gap in decadal neonatal, infant, and under-five cumulative survival probability between singleton and multiple births was found to be closing, using Kaplan-Meier curves. Child mortality decreased by 80% and 60% in singleton and multiple births respectively. However, the absolute size of child mortality in multiple births remained six times higher than in singletons and was concentrated in the neonatal period. The share of multiple births surged in all types of child mortality. We predict a further and faster rise in multiple births in the coming decades in the face of upward trends in maternal age overlapping with higher parities, education, career prospects, contraceptive use, and the future demand-supply of assisted reproductive technology. A particular focus on the improvement of perinatal and neonatal care with wider availability is warranted. Otherwise, increased multiple births might raise child mortality and create public health challenges.","Humans; Bangladesh; Female; Infant, Newborn; Pregnancy; Adult; Infant; Maternal Age; Infant Mortality; Pregnancy, Twin; Twins; Child, Preschool; Male; Child Mortality; Young Adult",journal-article,https://pubmed.ncbi.nlm.nih.gov/38343356,PubMed,2,survival:kaplan-meier
10.1016/j.compbiomed.2024.108288,SYNDSURV: A simple framework for survival analysis with data distributed across multiple institutions.,Cesare Rollo; Corrado Pancotti; Giovanni Birolo; Ivan Rossi; Tiziana Sanavia; Piero Fariselli,6,2024,Apr,Computers in biology and medicine,PubMed,"Data sharing among different institutions represents one of the major challenges in developing distributed machine learning approaches, especially when data is sensitive, such as in medical applications. Federated learning is a possible solution, but requires fast communications and flawless security. Here, we propose SYNDSURV (SYNthetic Distributed SURVival), an alternative approach that simplifies the current state-of-the-art paradigm by allowing different centres to generate local simulated instances from real data and then gather them into a centralised hub, where an Artificial Intelligence (AI) model can learn in a standard way. The main advantage of this procedure is that it is model-agnostic, therefore prediction models can be directly applied in distributed applications without requiring particular adaptations as the current federated approaches do. To show the validity of our approach for medical applications, we tested it on a survival analysis task, offering a viable alternative to train AI models on distributed data. While federated learning has been mainly optimised for gradient-based approaches so far, our framework works with any predictive method, proving to be a comparable way of performing distributed learning without being too demanding towards each participating institute in terms of infrastructural requirements.",Artificial Intelligence; Machine Learning; Survival Analysis,journal-article,https://pubmed.ncbi.nlm.nih.gov/38503094,PubMed,2,survival:survival analysis
10.1136/bmjsem-2024-002217,Running shoe cushioning properties at the rearfoot and forefoot and their relationship to injury: study protocol for a randomised controlled trial on leisure-time runners.,Laurent Malisoux; Axel Urhausen; Nicolas Flores; Daniel Theisen; Cédric Morio,5,2024,,BMJ open sport & exercise medicine,PubMed,"Previous work has demonstrated the protective effect of shoe cushioning on injury risk in leisure-time runners, but most models currently available on the market have greater cushioning than those investigated so far. Also, the optimal level of cushioning and the role of cushioning on the forepart of the shoe for injury prevention are still unknown. The main aim of this study is to determine whether (1) current 'extra soft' cushioning material at the rear part of the shoe reduces injury risk compared with stiffer material and (2) cushioning under the forepart of the shoe also contributes to injury risk reduction. This randomised trial with a 6-month intervention will involve 1000+ healthy leisure-time runners who will randomly receive one of the three running shoe versions. Study shoe versions will differ in their cushioning properties (ie, stiffness) at the rear or the forepart. Participants will self-report any lower limb or lower back problems on a dedicated electronic system every week, while the system will collect training data from the participant's sports watch. Time-to-event analyses will be used to compare injury risk between the three study groups and to investigate the association between the runner's characteristics, cushioning level and position, training and injury risk. The study was approved by the National Ethics Committee for Research (Ref: 202405/02 v2.0), and the protocol has been registered on https://clinicaltrials.gov/ (NCT06384872, 02/08/2024). Outcomes will be disseminated through presentations at international conferences and publications in peer-reviewed journals, popular magazines and specialised websites.",,journal-article,https://pubmed.ncbi.nlm.nih.gov/39415882,PubMed,2,survival:time-to-event
